sentiment,text
1,bạn này nói là quên tiền _ mặt với thẻ thì _ có apple _ pay trên AW để dùng nói thật _ là có cái này i _ Phone nó cũng có mà nhiều khi quên đeo đồng _ hồ hơn là quên mang ví hay _ là điện _ thoại nhất _ là đối_với 1 cái đồng _ hồ phải sạc mỗi ngày như cái này nói _ chung mình thấy cũng không thiết _ thực lắm nếu dư giả thì có _ thể mua để trải _ nghiệm chứ còn bảo để dùng như 1 phần mở _ rộng thì cũng đúng cũng không không vì nó chưa tương _ xứng với cái giá của nó vì bỏ ra số tiền bằng hoặc hơn 1 cái i _ Phone chỉ để mở _ rộng 1 số tính _ năng là chưa thuyết _ phục Cá _ nhân mình cũng dùng được 2 tuần nhưng thật _ sự đôi _ lúc mình thấy lấy đt ra nó vẫn tiện _ lợi hơn rất nhiều không bay nhiều như chủ thớt để xài cái boarding pass trên AW cũng tạm _ thời chưa xài được Apple _ Pay vì Canada chưa hỗ _ trợ Uber khi nào nhậu say lắm quên hết đường về mới gọi chứ cũng không thường _ xuyên tập _ thể _ dục thì ít mà cũng chả theo _ dõi mấy cái thông _ tin đấy nhiều Mình tự nhận là heavy _ user nên thấy pin cũng hơi chán Cái thường _ xuyên nhất mình dùng chắc là Starbucks _ Card
1,trừ scan thanh _ toán ra thì những cái còn lại như vô _ dụng dùng smp dễ _ chịu hơn tự _ dưng mang thêm cục tức trên người
1,vụ này hơi chém gió Pin của Apple _ watch chỉ được 1 ngày thưởng là phải charge qua đêm thì _ sao ngủ dậy có đồng _ hồ trên tay được Hoặc là chấp _ nhận ban _ ngày không xài để đeo ban _ đêm khi ngủ
1,100 là cái này không được ưa _ chuộng ở vn từ_tính _ năng cho _ đến mọi thứ Tính _ năng thì chúng _ ta đã rõ nó cũng _ như nhiều sw khác chỉ hỗ _ trợ tốt ở Mỹ với một _ số nước tư _ bản giẫy chết khác Về việc dùng giang _ hồ dồn tiền mua cái 6 _ Plus phần _ lớn đến đám đông để khoe Dùng cái này thì khoe cái 6 _ plus 6 _ s _ plus thế quái nào được Không lẻ vừa nhìn đồng _ hồ vừa móc điện _ thoại nhìn
1,giá tiền cao tiện _ ích không quá nổi _ trội Pin còn yếu không đáng đồng _ tiền _ bát _ gạo chờ nâng _ cấp thêm rồi tính tiếp
1,Thấy cái ứng _ dụng vào việc đọc báo của bạn này hơi bị gượng _ gạo và hài _ hước Với cái màn _ hình bé _ tí của aw thì việc đọc bài báo 100 từ cũng đã mệt _ mỏi rồi Đưa cái việc đọc báo ra là để cố _ gắng nói cái lợi _ ích của nó chứ thực _ tế mình mở đt đọc cho sướng mắt chứ đọc trên cái aw làm _ gì Bản _ đồ cũng thế Rất khó _ khăn để nhìn được và nhìn các vùng Phải thao _ tác trên phone trước rồi chuyển sang nhìn đồng _ hồ Khá rắc _ rối được cái không phải cầm phone xem thôi Nói _ chung là bài viết không phù _ hợp ở Vietnam_Có _ khi tiếng anh của bạn này chưa đủ để chém trên trang nước _ ngoài nên viết tiếng việt ở đây nên dịch và chuyển qua bên Mẽo để đúng với mục _ đích
1,uầy bác này nói trúng những suy _ nghĩ của em từ lúc cái AW nó xuất _ hiện Thích nhất cái số 2 mà bác nói Chuẩn không_thể chỉnh Đi tập gym ghét cứ phải nhét cái ip _ 6 trong túi Để ở ngoài kế bên lúc tập thì sợ tập xong đứng lên lại quên cầm Để trong locker thì lại sợ missed calls với dropped emails cái thứ 3 về vụ đồng _ bộ thì rõ _ ràng Bluetooth là cái thứ sóng yếu lỗi đồng _ bộ và dễ bị cản sóng mà càng cản thì càng hao pin để quét và giữ kết _ nối
1,Về _ Vn thì đúng nghĩa _ là 1 cái đồng _ hồ thật
1,Uh_Nếu xem tít báo rồi thấy cái nào _ hay thì mở iphone ra xem Nhưng nói _ chung mình cảm _ thấy sau 1 thời_gian dùng thì sẽ chẳng xem tin trên aw đâu mà chủ _ yếu nhận noti sms email thời_gian là chính Ngay cả cái thời _ tiết hay nhịp tim cũng chẳng quan _ tâm mấy đâu Sau _ này thời _ lượng pin với cả màn _ hình aw to lên nữa thì mới nhiều ứng _ dụng được Hiện _ tại mình thấy không cần co dù mình sống ở úc
1,em dùng 1 tuần ở Mỹ mà thấy chán cái Aw luôn ngoài chức _ năng đo nhịp tim đếm calo với số bước chạy thì 90 là a có _ thể dùng trên đt với màn _ hình to hơn và thông _ tin chi _ tiết hơn Aw chỉ có _ ích với 1 phần nhỏ những người có đặc _ thù công _ việc như anh Đắc chứ không_thể phổ _ cập như 1 chiếc đt được Thế nên e thấy tương _ lai nó cũng cjir như smart _ watch của các hãng khác giới _ thiệu hoành _ tráng rồi chìm dần thôi
1,Chủ _ yếu các chức _ năng hoa _ lá _ cành show hàng là chính Nhất _ là những app như trình _ diễn PPT bằng cái đồng _ hồ bé _ tí pin yếu Nhiều chức _ năng khác thì dùng luôn trên iphone hay ipad cho hiệu _ quả cao hơn lại đỡ phải đeo thêm 1 thiết _ bị điện _ tử luôn blutooth phải bật
1,Không thấy thuyết _ phục để mua AW
1,èo ở mỹ mà vẫn thường _ xuyên phai dành 6h bay đi bay lại để họp à về Việt _ Nam sống đi bạn với trình _ độ của bạn chắc _ chắn chả cần ra khỏi nhà như ông sếp cũ của mình có thấy đến cty bao _ giờ quên chưa đựoc dùng bao _ giờ nên muốn hỏi bạn chút nó có camera không mình muốn đeo nó ở chân để soi nên trên quá có chức _ năng ra _ lệnh bằng giọng nói không có thì nó có hơn điện _ thoại không mình không thích đứng giữa đường nói lảm _ nhảm mà cái màn _ hình bé vậy chắc mình bấm không nổi nó có _ thể kết _ nối đến máy _ chiếu và máy _ in qua mạng không dây không theo như bạn nói phải cắm đt vô máy chiều rồi dùng cái đồng _ hồ như kiểu điều _ khiển _ từ _ xa nếu _ vậy mình kết _ nối đt với máy _ chiếu qua mạng wf rồi cầm đt dùng luôn _ tiện hơn nó có tính _ năng gì nhận _ biét mình đang nhìn vô nó không hay _ là lúc _ nào nó cũng sáng or là muốn nhìn phải ấn hay lắc đêm đeo mà nó sáng có _ vẻ dị nhỉ giống mấy cái đồng _ hồ phát _ quang quá đựoc _ cái là không sợ bị nguời khác đung vô lúc nhận tin nhắn hay e mail mình có _ thể soạn tin trả _ lời không hay lại phải rút đt ra trả _ lời à nó có sạc không dây không và dùng nó có nóng không nếu nóng mình sẽ mua nó dùng vào mùa _ đông có _ lẽ có lợi cho sức _ khoẻ còn nữa khi nên máy _ bay có cần tắt đồng _ hồ không bạn nhu _ cầu mình có thế thôi mình không biết _ mấy cái chức _ năng thanh _ toán đó thế _ nào vì không có để dùng bên mmỹ sống tiện thật nhưng mình không cần vì lúc _ nào cũng phải mang theo ví để đựng giấy _ tờ chỗ mình không mang thẻ với hộ _ chiếu mà bị cảnh _ sát hỏi là có vấn _ đề hơn _ nữa đt cũng có chức _ năng đó
1,Mua đt khác lại phải nhét túi quần à Nếu gắn sim được trên đồng hhồ thì chỉ cần giơ tay ra xem ai gọi tới và bấm tai _ nghe blt là mghe luôn thôi Thiét bị liên _ lạc cực lỳ di _ động bao _ gồm 1 smw tai blt kẹp áo Còn smp tablet vứt cốp xe vứt trong cặp ok Chứ còn đeo smw mà túi quần vẫn cồm _ cộm cái đt to vật và phải rut đt ra nghe hoặc đưa đh lên miệng alo thì vứt đh đi cho _ xong
1,rồi khi có người gọi tới sim đt gắn trên smp thì lúc đó nghe bằng niềm _ tin hả sim trên sw là số khác nhé còn nếu dùng dịch _ vụ chuyển cuộc _ gọi thì khi nghe cũng bị tính tiền như khi gọi nhé chơi chuyển _ hướng một ngày nhận chục cuộc _ gọi thôi là tháy tiền ra _ đi vì đâu rồi sao còn í định dùng sw có sim nữa không
1,Thực _ ra tiện nhưng lại không tiện Ví _ dụ muốn nghe cuộc _ gọi đến SIM chính thì _ phải chuyển cuộc _ gọi tự _ nhiên lại tốn tiền Chưa kể nếu có ai nhắn đến SIM chính cũng không biết luôn Ngoài _ ra khi muốn gọi thì lại phải gọi từ SIM trên watch như _ vậy mọi người sẽ rất bối _ rối với 2 số của bạn Ngoài _ ra ở nước _ ngoài việc duy _ trì 2 SIM với 2 số điện _ thoại là tốn _ kém và không cần _ thiết mỗi line điện _ thoại tốn 40 50 chứ không ít Nếu xem watch không phải thiết _ bị nối dài của phone mà là thiết _ bị độc _ lập thì cũng tốt tuy _ nhiên sẽ cần một thời _ gian nữa để nó có _ thể thực _ sự hoạt _ động độc _ lập được đặc _ biệt là về pin Hy _ vọng tương _ lai 5 7 năm nữa thì smartphone cũng không cần chỉ cần 2 thiết _ bị smartwatch với tablet lai laptop là đủ
1,bạn cho mình hỏi thực _ tế với những gì bạn dùng thì pin được bao _ lâu nói thật _ là nghĩ đến pin aw là mình không muốn dùng nhưng cứ hỏi đã vì dùng mà cứ phải sạc mỗi tối thì đúng là mệt thật sạc cái phone đã ngại rồi
1,Thế tức _ là sw vãn phải kết _ nối với phone còn gì Nói túm lại nếu vẫn cần kết _ nối giữa watch và phone thì SIM trên watch không để làm _ gì Nếu _ không có kết _ nối thì SIM trên watch mới có tác _ dụng và cũng chỉ là để duy cập Internet chứ gọi thì tự _ nhiên gọi từ 1 số SIM lạ hoặc chưa chắc người khác đã nghe máy SIM trên watch cũng tốt nhưng chỉ nên là SIM data như i _ Pad thôi chức _ năng nghe gọi không cần lắm
1,Sau một thời _ gian sử _ dụng AW mình thấy một _ số điểm chưa hài _ lòng Không đi bơi được ngày nào mình cũng đi tập gym song đi bơi luôn nhưng phải tháo ra rất bực _ mình do để trong tủ đồ công _ cộng sợ bị móc chộm Quá phụ _ thuộc vào i _ Phone tính _ năng nghe gọi nhắn _ tin hầu _ như không có tác _ dụng khi mà i _ Phone kè _ kè bên mình trừ lúc vào toilet đi ị lúc đó có điện _ thoại nghe gọi _ là ổn nhất Ở _ VN không xài được Apple _ Pay tính _ năng này có cũng _ như không Mặt AW luôn tối thui như cái đồng _ hồ rụng kim Ps nhình chung dùng cho _ biết thôi sau một thời _ gian 3 4 tháng sẽ thấy nhàm _ chán và không sử _ dụng được nhiều tối về lại phải cắm thêm sạc Quên là hôm _ sau khỏi dùng
1,chưa thấy đáng tiền lắm
1,Apple watch thực _ sự mà nói mình xài thấy chỉ đón giản là xem giờ xem noti có tập_thể _ thao thì em nó hữu _ ích nhưng cũng có nhiều loại khác đo chính _ xác không kém mà rẻ hơn Và cái mình đánh _ giá cao là sự thời _ trang bởi dây của aw thay cực dễ và khá đẹp Tuy _ nhiên không phải không thất _ vọng Phần _ cứng thất _ vọng khá nhiều Mình xài sport _ space _ gray Màn _ hình thì cực dễ trầy không phải trầy to nhìn thấy được mà nó có dăm dăm chiếu đèn thì thấy không thì cũng khá khó thấy Ngoài _ ra cái màu space _ gray nó không phải mà trên iphone _ 6 mình thấy nó giống với hồi ip _ 5 và một vấn _ đề khác xuất _ hiện đó là mình chả làm _ gì mà sơn nó cũng tự tróc lên không quá nhiều nhưng cũng 1 vài lổ nhỏ trong góc của cái nút tự hỏi tróc sao không tróc ngoài bề _ mặt tróc trong hóc không bị tác _ động gì mà cũng tróc Mình thì không biết các màu khác thế _ nào space _ gray đúng là đẹp nhueng thật _ sự không bền Với mình 10tr mình mong có 1 sản_phẩm tốt hơn là hiện _ giờ Chả hiểu apple gần đây sao chứ mình thấy làm _ ăn sống _ nhăn
1,Nhìn giống đồng _ hồ em bé quá
1,Đã xấu còn đắt Giá này hốt con Moto _ 2 hay AW cho _ rồi
1,Smw đầu _ tiên phải là 1 cái đồng _ hồ đúng nghĩa đẹp sang báo giờ 24 24 Sau đó là nhỏ gọn pin dùng 2 3 ngày báo có cuộc _ gọi đến lịch hẹn hiển _ thị được thông _ báo và tin nhắn vậy thôi tham gì cho nó to _ tổ _ bố chức _ năng thừa _ thãi không hữu _ dụng
1,Vãi cả quẩng cáo cho nhà sam S2 có cửa đòi ngồi chung mâm các con khác Huawei the best sw còn chưa lên _ tiếng thì con sam kia nhìn đê _ tiện
1,Cái mặt đồng _ hồ chả hợp với dây da quái gì _
1,Hiển _ thị kém thì mất tác _ dụng nhỉ
1,nhìn đẹp quá mà chạy android là thấy không muốn mua rồi thích cái nào nghiêm _ túc hơn phù _ hợp đo vận _ động hơn Garmin_Fitbit thẳng tiến
1,Chống nước iphone x8 thì chỉ tương _ đương 10m thua xa Garmin _ Vivosmart _ HR 50m mà _ còn làm _ giá Polar chỉ _ được _ cái phần _ mềm thôi chứ tính _ năng phần _ cứng thua xa Vivosmart _ HR Giá_VHR thì chỉ tầm 1 2 giá M600 này
1,đắt và pin yếu là 2 nhược _ điểm chính
1,Vừa ngó qua app trên GPlay thấy bị đánh _ giá tệ quá điểm thấp lại bắt phải cho truy _ cập đủ thứ chứ
1,Kết _ nối như _ thế chắc bác phát điên mất vì hơi tí là rung Với mình chỉ để cuộc _ gọi thôi vì đi đường mình để đt trong balo Minh xài pin tầm tháng rưỡi luôn
1,Theo em thấy thì _ có 2 vấn _ đề 1 dây đeo mới cho vào cái hư luôn https drive google com file d 0B5HmAZf5BrURY0ZUN3l3VWMwV2c view usp sharing 151015 105213 jpg drive google com 2 Toàn khoản Mi khi tạo rồi thì không _ thể delete được https drive google com file d 0B5HmAZf5BrURZHlFdFJPcHhDa3M view usp sharing Xiaomi png drive google com Các bác có ý _ kiến gì không
1,Dung trên OS chán bo mẹ chẳng có chức _ năng gì cả
1,nản quá xài ios không có cái gì ngoài báo _ thức với nhận cuộc _ gọi zalo facebook tin nhắn phế hết
1,Mà mở khoá bằng bluetooth mình cảm _ thấy không hay lắm để trong túi quần cấn nút nguồn cái nó mở luôn để điện_thoại đâu _ đó mấy đứa khác nó lén lấy xem Japan _ Anti _ Virut thì mệt nữa ha cứ mở khoá bằng vân tay cho chắc cú gởi từ Nokia1202 của tôi
1,Đã xài qua Mi _ Pulse _ 1 S thì thấy nó có 2 cái dở 1 là tracking bước chân và activities không chính _ xác so với Misfit _ Shine 2 là cực _ kỳ hao pin điện _ thoại nếu để nó kết _ nối Bluetooth thường _ trực Còn một điểm trừ là không xem được giờ Cái điểm trừ được cải _ thiện với Mi _ Band 2 nhưng 2 cái kia không biết sao
1,Cá _ nhân mình xài qua Misfit _ Shine thì thấy độ _ chính _ xác trong việc tracking activities của Xiaomi còn kém lắm Ngồi xe _ buýt xe _ máy mà cũng đếm bước chân Còn Shine thì không shine track được khi nào chơi thể _ thao hay đang đi xe
1,Cái vòng này đeo đo vớ _ vẩn kinh
1,Con i _ 5 vừa dầy vừa xấu hơn cảm _ nhận cá _ nhân thôi
1,Hic mình đã mua sử _ dụng hơn 1 tuần thì xảy _ ra vấn _ đề lỗi khá nghiêm _ trọng sau 2 ngày này giấc _ ngủ nó không theo _ dõi nữa báo là không có data nhục hơn là nó bị khùng nhập vô thông _ tin bước _ đi trong lúc mình ngủ nó báo mình đi cả 2 km vãi đạn chán ghê Các bro xem lỗi ở đây nhé https goo gl photos DfXh6yKUgsXzQrWB6 hic có ai bị giống mình không
1,thế _ thì quất thôi chứ con miband _ 1 s của e bên ios hỗ _ trợ tệ quá không có chức _ năng gì
1,ổ _ cứng dung _ lượng này thì một thời _ gian là đầy rất ức _ chế mấy con này dùng cho cá _ nhân thì không ổn roài lấy con E200 của Asus cũng mỏng nhẹ vầy có ổ SSD ngon hơn
1,Con này các linh _ kiện hàn chết khỏi làm module cho đỡ tốn tiền làm cổng kết _ nối Ce _ N 3060 cõ hỗ _ trợ Sata và PCIe và thông _ số ghi SSD nhưng thực _ tế các dòng này chỉ được trang _ bị e _ MMC cho rẻ_Nôm _ na về bản _ chất các máy này là mua windows office bản _ quyền được tặng phần _ cứng để xài
1,Hóng rx _ 470 ấy chứ 480 bị chê p p rồi
1,ời mình mới tìm _ hiểu thấy thua 960 với giá khoảng 3tr chơi game cũng ngon lắm rồi
1,Yến _ Vi mà ra con Gtx _ 1060 bản 3GB nữa thì mấy cái đám từ 480 460 chắc bán cho người âm
1,ôi cái giá phân khúc tầm trung đây ư
1,Bác nào có cảm _ nhận giống mình không vậy Font chữ nhỏ hiển _ thị trên trình _ duyệt font bị lỗi hay _ sao ấy mà khi gõ chữ trong tìm _ kiếm Google đều hiện chữ to chữ nhỏ nhìn rất khó _ chịu Cảm _ nhận đầu _ tiên khi nâng _ cấp bản Win _ 10 _ Anniversary này là không thiện _ cảm rồi Hối _ hận khi update quá đi
1,Xấu hơn iphone
1,S 6 _ edge iron _ man vẫn đẹp hơn màu đen như này không nổi lắm
1,Samsung đang đi đúng hướng Nói thật Samsung chỉ cần cải _ thiện về pin và cả về bảo _ mật nữa thì cũng đủ để kéo iphone lại rồi
1,Ngoài việc chạy theo thì ăn _ theo cũng là 1 sở _ trường của Samsung
1,Cũng có người ăn _ theo camera kép của LG
1,kiếm cái logo táo dán lên _ mặt sau nữa _ là y _ chang luôn
1,Viên pin ít quá Pin 3 200 mah thì quá ngon
1,Sau thời _ gian copy Apple ở dòng flagship bị các ném đá Samsung chuyển sang nhái ở các dòng tầm trung ít bị để _ ý hơn
1,Apple cũng tham _ gia_sản _ xuất Android à
1,Hy _ vọng về VN giá tầm trung Như tầm trung A7 quá đắt
1,Ip6 Thiết _ kế quá xấu 2 cái vạch ăng ten nhìn kinh được Mầu thì mầu con _ gái bede Giắc cắm với loa thiết _ kế không đẹp so với s _ 6 Nói _ chung nhìn tổng _ thể cái ip _ 6 của iphone xấu thậm _ tệ xấu không _ tưởng theo lời sam fan Cuối _ cùng sau 2 năm_học _ hỏi A sam đã copy được mẫu ip _ 6 của a táo Lại thêm được cái mầu hồng nam _ tính fan sung bảo thế Như kiểu thầy làm _ gì trò làm Vậy Mãi _ mãi chậy theo không thấy mệt nhỉ
1,Sao _ chép rẻ _ tiền thế Sẽ ế là cái chắc
1,Đường dài mới biết ngựa hay xem 3 năm nữa những chiếc Galaaxy từng tung _ hô hơn Iphone về mọi mặt xem nó lặn đâu hết Đơn _ giản nhất hãy lục lại những bài viết cách đây 4 năm khi Iphone _ 5 ra _ mắt cũng là Galaxy _ S 3 ra _ mắt năm 2012 Bây _ giờ Iphone _ 4 họ vẫn dùng đầy Iphone _ 5 vẫn chạy mượt _ mà thì Galaxy _ S 3 bói không thấy ai cầm trên tay Đơn _ giản_đồ của anh Sam dùng 1 2 năm là bong tróc hỏng bất đắc kỳ lâu tử rồi trong khi tiền sửa quá tiền mua máy khác
1,sao anh không khác đi vậy anh sam sum cứ mãi làm giống thế anh có cái nào đột _ phá hơn trong thiết _ kế không
1,Con lạy kiểu _ dáng nguyên _ liệu thiết _ kế đã y _ chang y tới cái lỗ loa lỗ mic lỗ jack cũng y _ chang không muốn nói rồi giờ tới màu mà cũng y_chang _ chang luôn không bớt hay thêm đại 1 màu nào _ đó cho đỡ mag tiếng lộ quá z rồi sam fan lấy gì mà ăn _ nói
1,Thiếu mỗi quả táo ở mặt sau nữa thôi
1,Tôi dùng s _ 7 đây chưa đầy 2 tháng đã chán Sợ luôn anh _ em nhà họ Sam
1,Khuyên thằng em _ trai mua Note _ 5 giờ nó nói chả ra _ gì Android chả được mượt siêu phẩm gì vẫn giật lag Cái bút thì ít dùng Thời _ gian đầu về thì lỏng lắc nhẹ là rơi Nó rút điện _ thoại ra nghe mạnh _ tay 1 cái _ thế_là rơi ra đường ô _ tô cán qua Đi bảo _ hành SS bảo bị lỗi cái lẫy gì đó Giờ thì nó không rút được ra Ra bảo _ hành thì bảo không còn nguyên _ vẹn nên không bảo _ hành Cái chỗ cắm bút vào thì được tháng đã xước toè loe Khuyên các bạn đừng mua siêu phẩm của Samsung Phần _ mềm thì quá chậm cập _ nhật Phần _ mềm rác thì nhiều vô _ kể Thật _ sự quá thất _ vọng
